,sub_num,true_planet,galaxy,prt
2631,71,22,0,3
2632,71,23,2,9
2633,71,24,2,8
2634,71,25,2,11
2635,71,26,2,11
2636,71,27,2,10
2637,71,28,1,5
2638,71,29,2,1
2639,71,40,1,5
2640,71,41,2,10
2641,71,42,1,5
2642,71,43,1,4
2643,71,44,1,5
2644,71,45,1,4
2645,71,46,2,10
2646,71,47,2,11
2647,71,48,1,5
2648,71,49,1,2
2649,71,60,0,3
2650,71,61,0,3
2651,71,62,0,3
2652,71,63,2,9
2653,71,64,2,8
2654,71,65,2,10
2655,71,66,2,9
2656,71,67,2,10
2657,71,68,2,10
2658,71,80,1,5
2659,71,81,1,5
2660,71,82,1,5
2661,71,83,1,5
2662,71,84,1,4
2663,71,85,1,5
2664,71,86,1,6
2665,71,87,1,4
2666,71,88,1,5
2667,71,89,1,5
2668,71,90,1,4
2669,71,91,1,1
2670,75,0,0,3
2671,75,1,0,3
2672,75,2,1,5
2673,75,3,1,5
2674,75,4,1,5
2675,75,5,2,9
2676,75,6,2,9
2677,75,7,2,9
2678,75,8,0,3
2679,75,9,0,3
2680,75,10,0,2
2681,75,11,0,1
2682,75,20,0,2
2683,75,21,0,3
2684,75,22,0,2
2685,75,23,2,8
2686,75,24,2,9
2687,75,25,2,10
2688,75,26,2,8
2689,75,27,2,9
2690,75,28,1,3
2691,75,29,2,7
2692,75,40,1,3
2693,75,41,2,6
2694,75,42,1,3
2695,75,43,1,3
2696,75,44,1,3
2697,75,45,1,3
2698,75,46,2,8
2699,75,47,2,7
2700,75,48,1,3
2701,75,49,1,5
2702,75,50,2,7
2703,75,51,2,1
2704,75,60,0,3
2705,75,61,0,2
2706,75,62,0,2
2707,75,63,2,6
2708,75,64,2,7
2709,75,65,2,6
2710,75,66,2,5
2711,75,67,2,8
2712,75,68,2,7
2713,75,69,0,3
2714,75,70,0,3
2715,75,71,2,1
2716,75,80,1,4
2717,75,81,1,3
2718,75,82,1,4
2719,75,83,1,3
2720,75,84,1,3
2721,75,85,1,3
2722,75,86,1,3
2723,75,87,1,3
2724,75,88,1,3
2725,75,89,1,3
2726,75,90,1,3
2727,75,91,1,3
2728,75,92,1,3
2729,75,93,1,1
2730,76,0,0,2
2731,76,1,0,2
2732,76,2,1,3
2733,76,3,1,3
2734,76,4,1,3
2735,76,5,2,8
2736,76,6,2,6
2737,76,7,2,8
2738,76,8,0,2
2739,76,9,0,2
2740,76,10,0,3
2741,76,11,0,2
2742,76,12,0,2
2743,76,13,2,1
2744,76,20,0,2
2745,76,21,0,2
2746,76,22,0,2
2747,76,23,2,8
2748,76,24,2,9
2749,76,25,2,7
2750,76,26,2,8
2751,76,27,2,7
2752,76,28,1,4
2753,76,29,2,10
2754,76,30,2,1
2755,76,40,1,3
2756,76,41,2,9
2757,76,42,1,4
2758,76,43,1,3
2759,76,44,1,4
2760,76,45,1,3
2761,76,46,2,8
2762,76,47,2,8
2763,76,48,1,4
2764,76,49,1,3
2765,76,50,2,7
2766,76,60,0,3
2767,76,61,0,3
2768,76,62,0,2
2769,76,63,2,8
2770,76,64,2,7
2771,76,65,2,7
2772,76,66,2,9
2773,76,67,2,9
2774,76,68,2,9
2775,76,69,0,2
2776,76,70,0,1
2777,76,80,1,3
2778,76,81,1,3
2779,76,82,1,3
2780,76,83,1,3
2781,76,84,1,4
2782,76,85,1,3
2783,76,86,1,3
2784,76,87,1,3
2785,76,88,1,4
2786,76,89,1,3
2787,76,90,1,3
2788,76,91,1,3
2789,76,92,1,3
2790,76,93,1,3
2791,78,0,0,2
2792,78,1,0,2
2793,78,2,1,4
2794,78,3,1,2
2795,78,4,1,2
2796,78,5,2,9
2797,78,6,2,8
2798,78,7,2,7
2799,78,8,0,3
2800,78,9,0,3
2801,78,10,0,4
2802,78,11,0,2
2803,78,12,0,1
2804,78,20,0,2
2805,78,21,0,2
2806,78,22,0,2
2807,78,23,2,6
2808,78,24,2,6
2809,78,25,2,9
2810,78,26,2,8
2811,78,27,2,6
2812,78,28,1,5
2813,78,29,2,7
2814,78,30,2,1
2815,78,40,1,4
2816,78,41,2,6
2817,78,42,1,4
2818,78,43,1,1
2819,78,44,1,4
2820,78,45,1,4
2821,78,46,2,7
2822,78,47,2,1
2823,78,48,1,3
2824,78,49,1,1
2825,78,50,2,1
2826,78,51,2,1
2827,78,52,2,1
2828,78,53,2,1
2829,78,60,0,1
2830,78,61,0,1
2831,78,62,0,1
2832,78,63,2,1
2833,78,64,2,1
2834,78,65,2,1
2835,78,66,2,1
2836,78,67,2,3
2837,78,68,2,1
2838,78,69,0,1
2839,78,70,0,1
2840,78,71,2,1
2841,78,72,2,1
2842,78,73,2,1
2843,78,74,2,1
2844,78,75,2,1
2845,78,76,2,1
2846,78,77,2,1
2847,78,78,2,1
2848,78,80,1,1
2849,78,81,1,1
2850,78,82,1,1
2851,78,83,1,1
2852,78,84,1,1
2853,78,85,1,1
2854,78,86,1,1
2855,78,87,1,1
2856,78,88,1,1
2857,78,89,1,1
2858,78,90,1,1
2859,78,91,1,1
2860,78,92,1,1
2861,78,93,1,1
2862,78,94,1,1
2863,78,95,2,1
2864,78,96,2,1
2865,78,97,2,1
2866,78,98,1,1
2867,78,99,1,1
2868,80,0,0,2
2869,80,1,0,3
2870,80,2,1,4
2871,80,3,1,4
2872,80,4,1,4
2873,80,5,2,8
2874,80,6,2,9
2875,80,7,2,7
2876,80,8,0,2
2877,80,9,0,2
2878,80,10,0,2
2879,80,11,0,2
2880,80,12,0,1
2881,80,20,0,2
2882,80,21,0,3
2883,80,22,0,2
2884,80,23,2,9
2885,80,24,2,7
2886,80,25,2,9
2887,80,26,2,7
2888,80,27,2,8
2889,80,28,1,4
2890,80,29,2,8
2891,80,30,2,1
2892,80,40,1,4
2893,80,41,2,7
2894,80,42,1,4
2895,80,43,1,3
2896,80,44,1,4
2897,80,45,1,4
2898,80,46,2,6
2899,80,47,2,8
2900,80,48,1,4
2901,80,49,1,3
2902,80,50,2,8
2903,80,51,2,1
2904,80,60,0,2
2905,80,61,0,2
2906,80,62,0,3
2907,80,63,2,10
2908,80,64,2,8
2909,80,65,2,8
2910,80,66,2,7
2911,80,67,2,7
2912,80,68,2,8
2913,80,69,0,2
2914,80,70,0,1
2915,80,80,1,4
2916,80,81,1,4
2917,80,82,1,4
2918,80,83,1,4
2919,80,84,1,3
2920,80,85,1,3
2921,80,86,1,4
2922,80,87,1,4
2923,80,88,1,3
2924,80,89,1,3
2925,80,90,1,3
2926,80,91,1,3
2927,80,92,1,4
2928,80,93,1,1
2929,81,0,0,4
2930,81,1,0,4
2931,81,2,1,6
2932,81,3,1,4
2933,81,4,1,5
2934,81,5,2,11
2935,81,6,2,12
2936,81,7,2,13
2937,81,8,0,2
2938,81,9,0,1
2939,81,20,0,2
2940,81,21,0,2
2941,81,22,0,2
2942,81,23,2,11
2943,81,24,2,12
2944,81,25,2,12
2945,81,26,2,11
2946,81,27,2,13
2947,81,28,1,1
2948,81,40,1,4
2949,81,41,2,12
2950,81,42,1,4
2951,81,43,1,4
2952,81,44,1,4
2953,81,45,1,3
2954,81,46,2,8
2955,81,47,2,10
2956,81,48,1,3
2957,81,49,1,3
2958,81,50,2,2
2959,81,60,0,2
2960,81,61,0,2
2961,81,62,0,2
2962,81,63,2,9
2963,81,64,2,10
2964,81,65,2,7
2965,81,66,2,9
2966,81,67,2,10
2967,81,68,2,10
2968,81,69,0,1
2969,81,80,1,2
2970,81,81,1,3
2971,81,82,1,3
2972,81,83,1,3
2973,81,84,1,3
2974,81,85,1,3
2975,81,86,1,3
2976,81,87,1,3
2977,81,88,1,3
2978,81,89,1,4
2979,81,90,1,4
2980,81,91,1,4
2981,81,92,1,3
2982,81,93,1,3
2983,82,0,0,3
2984,82,1,0,4
2985,82,2,1,5
2986,82,3,1,4
2987,82,4,1,4
2988,82,5,2,7
2989,82,6,2,9
2990,82,7,2,9
2991,82,8,0,2
2992,82,9,0,2
2993,82,10,0,2
2994,82,11,0,2
2995,82,20,0,2
2996,82,21,0,2
2997,82,22,0,2
2998,82,23,2,9
2999,82,24,2,8
3000,82,25,2,8
3001,82,26,2,7
3002,82,27,2,8
3003,82,28,1,3
3004,82,29,2,7
3005,82,30,2,1
3006,82,40,1,3
3007,82,41,2,7
3008,82,42,1,3
3009,82,43,1,2
3010,82,44,1,2
3011,82,45,1,3
3012,82,46,2,4
3013,82,47,2,6
3014,82,48,1,3
3015,82,49,1,2
3016,82,50,2,6
3017,82,51,2,5
3018,82,52,2,2
3019,82,60,0,2
3020,82,61,0,2
3021,82,62,0,2
3022,82,63,2,5
3023,82,64,2,4
3024,82,65,2,7
3025,82,66,2,8
3026,82,67,2,6
3027,82,68,2,7
3028,82,69,0,2
3029,82,70,0,2
3030,82,71,2,5
3031,82,72,2,1
3032,82,80,1,2
3033,82,81,1,3
3034,82,82,1,2
3035,82,83,1,2
3036,82,84,1,2
3037,82,85,1,2
3038,82,86,1,3
3039,82,87,1,2
3040,82,88,1,2
3041,82,89,1,2
3042,82,90,1,2
3043,82,91,1,2
3044,82,92,1,2
3045,82,93,1,2
3046,82,94,1,2
3047,82,95,2,3
3048,85,0,0,4
3049,85,1,0,4
3050,85,2,1,5
3051,85,3,1,6
3052,85,4,1,4
3053,85,5,2,8
3054,85,6,2,6
3055,85,7,2,7
3056,85,8,0,2
3057,85,9,0,3
3058,85,10,0,2
3059,85,11,0,2
3060,85,20,0,2
3061,85,21,0,2
3062,85,22,0,2
3063,85,23,2,9
3064,85,24,2,8
3065,85,25,2,6
3066,85,26,2,8
3067,85,27,2,7
3068,85,28,1,3
3069,85,29,2,5
3070,85,30,2,5
3071,85,40,1,3
3072,85,41,2,8
3073,85,42,1,3
3074,85,43,1,3
3075,85,44,1,4
3076,85,45,1,3
3077,85,46,2,6
3078,85,47,2,6
3079,85,48,1,6
3080,85,49,1,3
3081,85,50,2,6
3082,85,51,2,2
3083,85,60,0,3
3084,85,61,0,2
3085,85,62,0,2
3086,85,63,2,6
3087,85,64,2,5
3088,85,65,2,5
3089,85,66,2,6
3090,85,67,2,6
3091,85,68,2,6
3092,85,69,0,2
3093,85,70,0,3
3094,85,71,2,6
3095,85,80,1,3
3096,85,81,1,4
3097,85,82,1,3
3098,85,83,1,3
3099,85,84,1,3
3100,85,85,1,3
3101,85,86,1,3
3102,85,87,1,3
3103,85,88,1,3
3104,85,89,1,3
3105,85,90,1,3
3106,85,91,1,3
3107,85,92,1,3
3108,85,93,1,3
3109,85,94,1,1
3110,89,0,0,3
3111,89,1,0,2
3112,89,2,1,4
3113,89,3,1,5
3114,89,4,1,4
3115,89,5,2,9
3116,89,6,2,10
3117,89,7,2,9
3118,89,8,0,2
3119,89,9,0,2
3120,89,10,0,2
3121,89,11,0,1
3122,89,20,0,2
3123,89,21,0,3
3124,89,22,0,2
3125,89,23,2,7
3126,89,24,2,7
3127,89,25,2,8
3128,89,26,2,6
3129,89,27,2,7
3130,89,28,1,3
3131,89,29,2,7
3132,89,30,2,5
3133,89,40,1,3
3134,89,41,2,5
3135,89,42,1,3
3136,89,43,1,3
3137,89,44,1,3
3138,89,45,1,3
3139,89,46,2,7
3140,89,47,2,6
3141,89,48,1,4
3142,89,49,1,3
3143,89,50,2,8
3144,89,51,2,4
3145,89,60,0,2
3146,89,61,0,2
3147,89,62,0,2
3148,89,63,2,9
3149,89,64,2,7
3150,89,65,2,9
3151,89,66,2,7
3152,89,67,2,8
3153,89,68,2,9
3154,89,69,0,2
3155,89,70,0,1
3156,89,80,1,3
3157,89,81,1,3
3158,89,82,1,3
3159,89,83,1,3
3160,89,84,1,3
3161,89,85,1,3
3162,89,86,1,3
3163,89,87,1,3
3164,89,88,1,3
3165,89,89,1,3
3166,89,90,1,3
3167,89,91,1,3
3168,89,92,1,3
3169,89,93,1,3
3170,89,94,1,1
3171,92,0,0,4
3172,92,1,0,4
3173,92,2,1,6
3174,92,3,1,6
3175,92,4,1,5
3176,92,5,2,15
3177,92,6,2,12
3178,92,7,2,11
3179,92,8,0,3
3180,92,20,0,3
3181,92,21,0,3
3182,92,22,0,3
3183,92,23,2,12
3184,92,24,2,12
3185,92,25,2,11
3186,92,26,2,9
3187,92,27,2,15
3188,92,28,1,1
3189,92,40,1,6
3190,92,41,2,12
3191,92,42,1,4
3192,92,43,1,3
3193,92,44,1,4
3194,92,45,1,4
3195,92,46,2,10
3196,92,47,2,10
3197,92,48,1,3
3198,92,49,1,4
3199,92,50,2,1
3200,92,60,0,2
3201,92,61,0,2
3202,92,62,0,2
3203,92,63,2,10
3204,92,64,2,9
3205,92,65,2,11
3206,92,66,2,11
3207,92,67,2,12
3208,92,68,2,7
3209,92,80,1,4
3210,92,81,1,4
3211,92,82,1,4
3212,92,83,1,4
3213,92,84,1,4
3214,92,85,1,4
3215,92,86,1,4
3216,92,87,1,4
3217,92,88,1,4
3218,92,89,1,4
3219,92,90,1,4
3220,92,91,1,4
3221,92,92,1,1
3222,94,0,0,2
3223,94,1,0,2
3224,94,2,1,3
3225,94,3,1,3
3226,94,4,1,4
3227,94,5,2,1
3228,94,6,2,1
3229,94,7,2,1
3230,94,8,0,1
3231,94,9,0,1
3232,94,10,0,1
3233,94,11,0,1
3234,94,12,0,1
3235,94,13,2,1
3236,94,14,2,1
3237,94,15,1,1
3238,94,16,2,1
3239,94,17,2,1
3240,94,20,0,1
3241,94,21,0,1
3242,94,22,0,1
3243,94,23,2,1
3244,94,24,2,1
3245,94,25,2,1
3246,94,26,2,1
3247,94,27,2,1
3248,94,28,1,1
3249,94,29,2,1
3250,94,30,2,1
3251,94,31,0,1
3252,94,32,0,1
3253,94,33,0,1
3254,94,34,0,1
3255,94,35,2,1
3256,94,36,2,3
3257,94,37,2,2
3258,94,38,2,1
3259,94,40,1,2
3260,94,41,2,1
3261,94,42,1,3
3262,94,43,1,1
3263,94,44,1,2
3264,94,45,1,2
3265,94,46,2,5
3266,94,47,2,3
3267,94,48,1,2
3268,94,49,1,2
3269,94,50,2,2
3270,94,51,2,3
3271,94,52,2,3
3272,94,53,2,2
3273,94,54,1,2
3274,94,55,1,1
3275,94,60,0,2
3276,94,61,0,2
3277,94,62,0,2
3278,94,63,2,1
3279,94,64,2,2
3280,94,65,2,2
3281,94,66,2,1
3282,94,67,2,1
3283,94,68,2,2
3284,94,69,0,1
3285,94,70,0,2
3286,94,71,2,1
3287,94,72,2,3
3288,94,73,2,2
3289,94,74,2,1
3290,94,75,2,2
3291,94,76,2,1
3292,94,77,2,1
3293,94,80,1,2
3294,94,81,1,1
3295,94,82,1,2
3296,94,83,1,2
3297,94,84,1,1
3298,94,85,1,2
3299,94,86,1,2
3300,94,87,1,2
3301,94,88,1,1
3302,94,89,1,1
3303,94,90,1,1
3304,94,91,1,1
3305,94,92,1,1
3306,94,93,1,2
3307,94,94,1,2
3308,94,95,2,1
3309,94,96,2,2
3310,94,97,2,1
3311,96,0,0,3
3312,96,1,0,3
3313,96,2,1,4
3314,96,3,1,5
3315,96,4,1,5
3316,96,5,2,11
3317,96,6,2,8
3318,96,7,2,8
3319,96,8,0,2
3320,96,9,0,3
3321,96,10,0,2
3322,96,11,0,1
3323,96,20,0,2
3324,96,21,0,3
3325,96,22,0,2
3326,96,23,2,12
3327,96,24,2,11
3328,96,25,2,12
3329,96,26,2,11
3330,96,27,2,11
3331,96,28,1,1
3332,96,40,1,6
3333,96,41,2,9
3334,96,42,1,4
3335,96,43,1,4
3336,96,44,1,5
3337,96,45,1,4
3338,96,46,2,9
3339,96,47,2,11
3340,96,48,1,4
3341,96,49,1,4
3342,96,50,2,1
3343,96,60,0,6
3344,96,61,0,2
3345,96,62,0,2
3346,96,63,2,9
3347,96,64,2,12
3348,96,65,2,14
3349,96,66,2,12
3350,96,67,2,10
3351,96,68,2,1
3352,96,80,1,4
3353,96,81,1,5
3354,96,82,1,5
3355,96,83,1,4
3356,96,84,1,5
3357,96,85,1,5
3358,96,86,1,5
3359,96,87,1,3
3360,96,88,1,5
3361,96,89,1,5
3362,96,90,1,4
3363,96,91,1,3
3364,97,0,0,2
3365,97,1,0,2
3366,97,2,1,3
3367,97,3,1,3
3368,97,4,1,2
3369,97,5,2,3
3370,97,6,2,4
3371,97,7,2,3
3372,97,8,0,2
3373,97,9,0,2
3374,97,10,0,2
3375,97,11,0,2
3376,97,12,0,2
3377,97,13,2,3
3378,97,14,2,4
3379,97,15,1,1
3380,97,20,0,2
3381,97,21,0,2
3382,97,22,0,2
3383,97,23,2,5
3384,97,24,2,6
3385,97,25,2,4
3386,97,26,2,5
3387,97,27,2,5
3388,97,28,1,2
3389,97,29,2,5
3390,97,30,2,4
3391,97,31,0,2
3392,97,32,0,2
3393,97,33,0,1
3394,97,40,1,2
3395,97,41,2,6
3396,97,42,1,2
3397,97,43,1,2
3398,97,44,1,3
3399,97,45,1,2
3400,97,46,2,6
3401,97,47,2,4
3402,97,48,1,2
3403,97,49,1,3
3404,97,50,2,5
3405,97,51,2,7
3406,97,52,2,5
3407,97,60,0,2
3408,97,61,0,2
3409,97,62,0,2
3410,97,63,2,5
3411,97,64,2,6
3412,97,65,2,6
3413,97,66,2,6
3414,97,67,2,5
3415,97,68,2,5
3416,97,69,0,2
3417,97,70,0,2
3418,97,71,2,5
3419,97,72,2,1
3420,97,80,1,2
3421,97,81,1,2
3422,97,82,1,2
3423,97,83,1,2
3424,97,84,1,2
3425,97,85,1,3
3426,97,86,1,2
3427,97,87,1,2
3428,97,88,1,2
3429,97,89,1,2
3430,97,90,1,2
3431,97,91,1,2
3432,97,92,1,2
3433,97,93,1,2
3434,97,94,1,2
3435,97,95,2,4
3436,99,0,0,4
3437,99,1,0,6
3438,99,2,1,7
3439,99,3,1,3
3440,99,4,1,8
3441,99,5,2,2
3442,99,6,2,20
3443,99,7,2,1
3444,99,20,0,4
3445,99,21,0,5
3446,99,22,0,6
3447,99,23,2,1
3448,99,24,2,1
3449,99,25,2,1
3450,99,26,2,1
3451,99,27,2,3
3452,99,28,1,1
3453,99,29,2,2
3454,99,30,2,1
3455,99,31,0,1
3456,99,32,0,1
3457,99,33,0,1
3458,99,40,1,1
3459,99,41,2,1
3460,99,42,1,2
3461,99,43,1,1
3462,99,44,1,1
3463,99,45,1,1
3464,99,46,2,1
3465,99,47,2,2
3466,99,48,1,1
3467,99,49,1,1
3468,99,50,2,1
3469,99,51,2,1
3470,99,52,2,2
3471,99,53,2,1
3472,99,54,1,1
3473,99,55,1,1
3474,99,56,2,1
3475,99,60,0,1
3476,99,61,0,1
3477,99,62,0,1
3478,99,63,2,1
3479,99,64,2,1
3480,99,65,2,1
3481,99,66,2,2
3482,99,67,2,1
3483,99,68,2,1
3484,99,69,0,1
3485,99,70,0,1
3486,99,71,2,1
3487,99,72,2,1
3488,99,73,2,1
3489,99,74,2,1
3490,99,75,2,2
3491,99,76,2,2
3492,99,77,2,1
3493,99,80,1,1
3494,99,81,1,1
3495,99,82,1,1
3496,99,83,1,1
3497,99,84,1,1
3498,99,85,1,1
3499,99,86,1,1
3500,99,87,1,1
3501,99,88,1,1
3502,99,89,1,1
3503,99,90,1,6
3504,99,91,1,2
3505,99,92,1,3
3506,99,93,1,8
3507,99,94,1,1
3508,99,95,2,1
3509,100,0,0,3
3510,100,1,0,3
3511,100,2,1,4
3512,100,3,1,3
3513,100,4,1,4
3514,100,5,2,10
3515,100,6,2,9
3516,100,7,2,10
3517,100,8,0,3
3518,100,9,0,2
3519,100,10,0,2
3520,100,11,0,1
3521,100,20,0,2
3522,100,21,0,2
3523,100,22,0,2
3524,100,23,2,10
3525,100,24,2,10
3526,100,25,2,10
3527,100,26,2,8
3528,100,27,2,9
3529,100,28,1,3
3530,100,29,2,6
3531,100,40,1,4
3532,100,41,2,8
3533,100,42,1,3
3534,100,43,1,4
3535,100,44,1,4
3536,100,45,1,4
3537,100,46,2,9
3538,100,47,2,9
3539,100,48,1,3
3540,100,49,1,4
3541,100,50,2,5
3542,100,60,0,2
3543,100,61,0,2
3544,100,62,0,2
3545,100,63,2,10
3546,100,64,2,8
3547,100,65,2,9
3548,100,66,2,9
3549,100,67,2,10
3550,100,68,2,9
3551,100,69,0,1
3552,100,80,1,3
3553,100,81,1,4
3554,100,82,1,4
3555,100,83,1,4
3556,100,84,1,3
3557,100,85,1,3
3558,100,86,1,4
3559,100,87,1,3
3560,100,88,1,4
3561,100,89,1,4
3562,100,90,1,3
3563,100,91,1,4
3564,100,92,1,3
3565,100,93,1,1
3566,104,0,0,3
3567,104,1,0,4
3568,104,2,1,4
3569,104,3,1,5
3570,104,4,1,3
3571,104,5,2,9
3572,104,6,2,10
3573,104,7,2,7
3574,104,8,0,2
3575,104,9,0,2
3576,104,10,0,2
3577,104,11,0,1
3578,104,20,0,2
3579,104,21,0,2
3580,104,22,0,3
3581,104,23,2,8
3582,104,24,2,9
3583,104,25,2,10
3584,104,26,2,8
3585,104,27,2,9
3586,104,28,1,4
3587,104,29,2,5
3588,104,40,1,4
3589,104,41,2,7
3590,104,42,1,4
3591,104,43,1,3
3592,104,44,1,4
3593,104,45,1,3
3594,104,46,2,9
3595,104,47,2,8
3596,104,48,1,3
3597,104,49,1,3
3598,104,50,2,5
3599,104,60,0,2
3600,104,61,0,3
3601,104,62,0,2
3602,104,63,2,8
3603,104,64,2,7
3604,104,65,2,8
3605,104,66,2,9
3606,104,67,2,8
3607,104,68,2,7
3608,104,69,0,2
3609,104,70,0,1
3610,104,80,1,3
3611,104,81,1,3
3612,104,82,1,3
3613,104,83,1,3
3614,104,84,1,3
3615,104,85,1,3
3616,104,86,1,3
3617,104,87,1,4
3618,104,88,1,4
3619,104,89,1,4
3620,104,90,1,3
3621,104,91,1,3
3622,104,92,1,3
3623,104,93,1,1
3624,105,0,0,2
3625,105,1,0,3
3626,105,2,1,3
3627,105,3,1,4
3628,105,4,1,4
3629,105,5,2,8
3630,105,6,2,7
3631,105,7,2,9
3632,105,8,0,2
3633,105,9,0,2
3634,105,10,0,2
3635,105,11,0,2
3636,105,12,0,1
3637,105,20,0,2
3638,105,21,0,2
3639,105,22,0,2
3640,105,23,2,8
3641,105,24,2,6
3642,105,25,2,6
3643,105,26,2,7
3644,105,27,2,9
3645,105,28,1,3
3646,105,29,2,8
3647,105,30,2,2
3648,105,40,1,3
3649,105,41,2,7
3650,105,42,1,3
3651,105,43,1,4
3652,105,44,1,3
3653,105,45,1,3
3654,105,46,2,6
3655,105,47,2,7
3656,105,48,1,3
3657,105,49,1,3
3658,105,50,2,8
3659,105,51,2,2
3660,105,60,0,2
3661,105,61,0,2
3662,105,62,0,3
3663,105,63,2,6
3664,105,64,2,7
3665,105,65,2,7
3666,105,66,2,8
3667,105,67,2,7
3668,105,68,2,5
3669,105,69,0,2
3670,105,70,0,2
3671,105,71,2,1
3672,105,80,1,3
3673,105,81,1,3
3674,105,82,1,3
3675,105,83,1,4
3676,105,84,1,3
3677,105,85,1,4
3678,105,86,1,3
3679,105,87,1,3
3680,105,88,1,3
3681,105,89,1,3
3682,105,90,1,4
3683,105,91,1,3
3684,105,92,1,3
3685,105,93,1,1
3686,107,0,0,4
3687,107,1,0,2
3688,107,2,1,3
3689,107,3,1,3
3690,107,4,1,5
3691,107,5,2,4
3692,107,6,2,10
3693,107,7,2,8
3694,107,8,0,4
3695,107,9,0,3
3696,107,10,0,6
3697,107,11,0,1
3698,107,20,0,3
3699,107,21,0,3
3700,107,22,0,4
3701,107,23,2,10
3702,107,24,2,13
3703,107,25,2,12
3704,107,26,2,13
3705,107,27,2,13
3706,107,40,1,4
3707,107,41,2,8
3708,107,42,1,6
3709,107,43,1,7
3710,107,44,1,11
3711,107,45,1,11
3712,107,46,2,8
3713,107,47,2,9
3714,107,48,1,2
3715,107,60,0,3
3716,107,61,0,4
3717,107,62,0,5
3718,107,63,2,7
3719,107,64,2,9
3720,107,65,2,7
3721,107,66,2,9
3722,107,67,2,8
3723,107,68,2,8
3724,107,69,0,2
3725,107,80,1,10
3726,107,81,1,4
3727,107,82,1,3
3728,107,83,1,4
3729,107,84,1,7
3730,107,85,1,7
3731,107,86,1,4
3732,107,87,1,7
3733,107,88,1,4
3734,107,89,1,6
3735,107,90,1,1
3736,108,0,0,5
3737,108,1,0,5
3738,108,2,1,9
3739,108,3,1,8
3740,108,4,1,8
3741,108,5,2,19
3742,108,6,2,14
3743,108,7,2,1
3744,108,20,0,3
3745,108,21,0,2
3746,108,22,0,3
3747,108,23,2,8
3748,108,24,2,10
3749,108,25,2,10
3750,108,26,2,11
3751,108,27,2,10
3752,108,28,1,3
3753,108,29,2,2
3754,108,40,1,4
3755,108,41,2,9
3756,108,42,1,2
3757,108,43,1,3
3758,108,44,1,3
3759,108,45,1,3
3760,108,46,2,7
3761,108,47,2,7
3762,108,48,1,3
3763,108,49,1,3
3764,108,50,2,9
3765,108,51,2,1
3766,108,60,0,2
3767,108,61,0,2
3768,108,62,0,2
3769,108,63,2,10
3770,108,64,2,9
3771,108,65,2,10
3772,108,66,2,10
3773,108,67,2,8
3774,108,68,2,12
3775,108,69,0,1
3776,108,80,1,3
3777,108,81,1,3
3778,108,82,1,2
3779,108,83,1,3
3780,108,84,1,3
3781,108,85,1,3
3782,108,86,1,3
3783,108,87,1,3
3784,108,88,1,2
3785,108,89,1,3
3786,108,90,1,4
3787,108,91,1,4
3788,108,92,1,3
3789,108,93,1,4
3790,108,94,1,1
3791,110,0,0,4
3792,110,1,0,2
3793,110,2,1,5
3794,110,3,1,4
3795,110,4,1,4
3796,110,5,2,12
3797,110,6,2,3
3798,110,7,2,1
3799,110,8,0,1
3800,110,9,0,1
3801,110,10,0,1
3802,110,11,0,1
3803,110,12,0,2
3804,110,20,0,1
3805,110,21,0,1
3806,110,22,0,1
3807,110,23,2,1
3808,110,24,2,1
3809,110,25,2,2
3810,110,26,2,1
3811,110,27,2,3
3812,110,28,1,1
3813,110,29,2,1
3814,110,30,2,1
3815,110,31,0,2
3816,110,32,0,1
3817,110,33,0,1
3818,110,34,0,1
3819,110,35,2,1
3820,110,36,2,1
3821,110,37,2,1
3822,110,40,1,1
3823,110,41,2,2
3824,110,42,1,1
3825,110,43,1,1
3826,110,44,1,1
3827,110,45,1,1
3828,110,46,2,1
3829,110,47,2,2
3830,110,48,1,1
3831,110,49,1,1
3832,110,50,2,2
3833,110,51,2,1
3834,110,52,2,1
3835,110,53,2,2
3836,110,54,1,1
3837,110,55,1,1
3838,110,56,2,1
3839,110,57,2,1
3840,110,58,2,1
3841,110,60,0,1
3842,110,61,0,1
3843,110,62,0,1
3844,110,63,2,1
3845,110,64,2,1
3846,110,65,2,2
3847,110,66,2,1
3848,110,67,2,1
3849,110,68,2,1
3850,110,69,0,1
3851,110,70,0,2
3852,110,71,2,1
3853,110,72,2,2
3854,110,73,2,2
3855,110,74,2,1
3856,110,75,2,1
3857,110,76,2,1
3858,110,77,2,1
3859,110,78,2,1
3860,110,80,1,1
3861,110,81,1,1
3862,110,82,1,1
3863,110,83,1,1
3864,110,84,1,1
3865,110,85,1,3
3866,110,86,1,2
3867,110,87,1,3
3868,110,88,1,1
3869,110,89,1,2
3870,110,90,1,2
3871,110,91,1,1
3872,110,92,1,5
3873,110,93,1,3
3874,110,94,1,1
3875,110,95,2,1
3876,110,96,2,1
3877,112,0,0,2
3878,112,1,0,3
3879,112,2,1,4
3880,112,3,1,5
3881,112,4,1,3
3882,112,5,2,8
3883,112,6,2,7
3884,112,7,2,6
3885,112,8,0,2
3886,112,9,0,2
3887,112,10,0,2
3888,112,11,0,2
3889,112,12,0,1
3890,112,20,0,2
3891,112,21,0,2
3892,112,22,0,2
3893,112,23,2,6
3894,112,24,2,7
3895,112,25,2,5
3896,112,26,2,7
3897,112,27,2,5
3898,112,28,1,2
3899,112,29,2,6
3900,112,30,2,5
3901,112,31,0,2
