sub_num,period,prt_rel_om
97,med,0.14285714285714285
99,early,1.5833333333333333
99,late,-1.0
99,med,-1.8888888888888888
100,early,0.5384615384615384
100,late,0.8333333333333334
100,med,1.4285714285714286
101,early,4.375
101,late,1.7692307692307692
101,med,5.8
104,early,0.5384615384615384
104,late,0.631578947368421
104,med,1.1428571428571428
105,early,0.21428571428571427
105,late,0.7894736842105263
105,med,0.8571428571428571
106,early,5.125
106,late,4.0
106,med,4.8
107,early,1.1666666666666667
107,late,2.3333333333333335
107,med,4.166666666666667
108,early,2.7777777777777777
108,late,0.3684210526315789
108,med,0.42857142857142855
110,early,-0.3333333333333333
110,late,-1.0
110,med,-2.0
112,early,0.2
112,late,0.42105263157894735
112,med,0.5714285714285714
113,early,0.38461538461538464
113,late,0.7
113,med,0.8571428571428571
115,early,1.2
115,late,0.15
115,med,0.5714285714285714
116,early,0.46153846153846156
116,late,1.105263157894737
116,med,2.0
117,early,0.14285714285714285
117,late,0.45
117,med,0.42857142857142855
119,early,1.25
119,late,0.8888888888888888
119,med,1.4285714285714286
120,early,1.2307692307692308
120,late,0.05
120,med,0.42857142857142855
121,early,1.0
121,late,1.2941176470588236
121,med,1.5714285714285714
123,early,0.6363636363636364
123,late,0.6666666666666666
123,med,0.5714285714285714
124,early,0.14285714285714285
124,late,0.7
124,med,0.5714285714285714
126,early,0.21428571428571427
126,late,0.7894736842105263
126,med,0.8571428571428571
127,early,0.8461538461538461
127,late,0.8947368421052632
127,med,1.2857142857142858
128,early,0.14285714285714285
128,late,0.55
128,med,0.2857142857142857
132,early,0.5
132,late,0.7894736842105263
132,med,1.2857142857142858
134,early,0.8333333333333334
134,late,0.55
134,med,0.7142857142857143
135,early,0.9230769230769231
135,late,1.1666666666666667
135,med,1.5714285714285714
136,early,0.07142857142857142
136,late,0.45
136,med,1.0
137,early,0.4666666666666667
137,late,0.55
137,med,0.7142857142857143
138,early,0.5714285714285714
138,late,0.7647058823529411
138,med,1.4285714285714286
141,early,-0.631578947368421
141,late,-0.8823529411764706
141,med,-0.5555555555555556
142,early,0.5
142,late,1.1764705882352942
142,med,1.8571428571428572
143,early,2.5
143,late,2.923076923076923
143,med,4.0
146,early,0.42857142857142855
146,late,1.1111111111111112
146,med,1.5714285714285714
148,early,0.3333333333333333
148,late,0.6
148,med,0.8571428571428571
151,early,0.5384615384615384
151,late,0.7894736842105263
151,med,1.5714285714285714
154,early,0.06666666666666667
154,late,0.05
154,med,0.2857142857142857
158,early,0.0
158,late,-1.4
158,med,-0.4
159,early,0.13333333333333333
159,late,0.55
159,med,0.8571428571428571
161,early,1.25
161,late,2.0
161,med,2.0
162,early,1.0909090909090908
162,late,0.8333333333333334
162,med,1.2857142857142858
163,early,-0.3157894736842105
163,late,-0.6
163,med,-0.4444444444444444
164,early,0.5
164,late,-0.05
164,med,-0.14285714285714285
165,early,0.2857142857142857
165,late,0.7894736842105263
165,med,1.0
167,early,0.0625
167,late,0.6
167,med,0.7142857142857143
168,early,6.75
168,late,0.8125
168,med,3.8
169,early,1.7777777777777777
169,late,2.142857142857143
169,med,1.6666666666666667
170,early,0.9285714285714286
170,late,0.7368421052631579
170,med,1.2857142857142858
173,early,0.2857142857142857
173,late,0.8421052631578947
173,med,1.5714285714285714
175,early,1.875
175,late,1.9333333333333333
175,med,2.0
177,early,-0.3684210526315789
177,late,-1.05
177,med,-1.0
182,early,0.3333333333333333
182,late,0.75
182,med,1.0
183,early,0.46153846153846156
183,late,0.45
183,med,1.0
184,early,0.38461538461538464
184,late,0.6666666666666666
184,med,1.4285714285714286
188,early,0.5
188,late,0.3
188,med,1.0
190,early,0.2857142857142857
190,late,0.6842105263157895
190,med,1.2857142857142858
192,early,-1.0
192,late,-0.2
192,med,-1.7777777777777777
195,early,2.125
195,late,0.6111111111111112
195,med,1.4285714285714286
196,early,0.21428571428571427
196,late,0.7894736842105263
196,med,1.1428571428571428
197,early,0.9285714285714286
197,late,0.65
197,med,0.42857142857142855
